Locality,Zip code,Kitchen,Type of property,Subtype of property,Price of property in euro,Type of Sale,Number of bedrooms,Living area,Terrace,Terrace area,Garden,Garden area,Surface of the land(or plot of land),Number of facades,Swimming pool,ID number,State of the building,URL
Woluwe-Saint-Lambert,1200.0,1.0,apartment,flat studio,245000.0,,0.0,40.0,,,,,,2.0,,10671720.0,as new,https://www.immoweb.be/en/classified/flat-studio/for-sale/woluwe-saint-lambert/1200/10671720
Ixelles,1050.0,1.0,apartment,apartment,695000.0,,2.0,153.0,1.0,50.0,,,,2.0,,10673053.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10673053
Watermael-Boitsfort,1170.0,1.0,apartment,apartment,345000.0,,2.0,88.0,1.0,17.0,,,,,,10672511.0,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/watermael-boitsfort/1170/10672511
Gent,9000.0,1.0,apartment,apartment,549000.0,,3.0,145.0,1.0,3.0,,,,4.0,,10672778.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10672778
ROCOURT,4000.0,1.0,apartment,apartment,420000.0,,3.0,144.0,1.0,18.0,,,,,,10672098.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/rocourt/4000/10672098
Sint-Pieters-Woluwe,1150.0,1.0,apartment,apartment,765000.0,,4.0,253.0,1.0,11.0,,,,2.0,,10672317.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/sint-pieters-woluwe/1150/10672317
Brussels City,1000.0,1.0,apartment,apartment,985000.0,,4.0,221.0,,,,,,2.0,,10672307.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/brussels%20city/1000/10672307
Huy,4500.0,1.0,apartment,apartment,250000.0,,3.0,98.0,1.0,,,,,,,10671060.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/10671060
Anderlecht,1070.0,1.0,apartment,apartment,239000.0,,2.0,82.0,,,,,,2.0,,10668949.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10668949
Borgerhout,2140.0,1.0,apartment,apartment,175000.0,,2.0,102.0,1.0,20.0,,,,3.0,,10670795.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/10670795
Gavere,9890.0,1.0,apartment,apartment,265000.0,,1.0,76.0,1.0,11.0,,,,4.0,,10656492.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/10656492
Blankenberge,8370.0,1.0,apartment,apartment,289000.0,,2.0,68.0,1.0,,,,,,,10668605.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/10668605
Ninove,9400.0,1.0,house,mansion,615000.0,,5.0,450.0,1.0,,1.0,1100.0,1260.0,4.0,,10663833.0,good,https://www.immoweb.be/en/classified/mansion/for-sale/ninove/9400/10663833
Gavere,9890.0,1.0,apartment,apartment,269000.0,,1.0,76.0,1.0,11.0,,,,4.0,,10656488.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/10656488
Russeignies,7750.0,1.0,house,house,275000.0,,5.0,172.0,1.0,80.0,1.0,210.0,818.0,4.0,,10660333.0,good,https://www.immoweb.be/en/classified/house/for-sale/russeignies/7750/10660333
Linkebeek,1630.0,1.0,house,house,495000.0,,3.0,161.0,1.0,,,,303.0,3.0,,10672578.0,good,https://www.immoweb.be/en/classified/house/for-sale/linkebeek/1630/10672578
Gent,9000.0,1.0,house,house,272000.0,,3.0,119.0,,,,,55.0,2.0,,10660214.0,good,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10660214
Lede,9340.0,1.0,house,house,219000.0,,3.0,170.0,1.0,,1.0,450.0,564.0,3.0,,10660142.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/lede/9340/10660142
Dendermonde,9200.0,1.0,house,house,599000.0,,4.0,378.0,,,,,571.0,3.0,,10659704.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/10659704
Merendree,9850.0,1.0,house,house,435000.0,,4.0,165.0,1.0,25.0,1.0,110.0,196.0,3.0,,10669126.0,as new,https://www.immoweb.be/en/classified/house/for-sale/merendree/9850/10669126
Knokke-Heist,8300.0,1.0,house,house,1250000.0,,5.0,182.0,1.0,,,,145.0,2.0,,10493036.0,good,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/10493036
Gavere,9890.0,1.0,apartment,apartment,316000.0,,2.0,97.0,1.0,10.0,,,,4.0,,10656495.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/10656495
Drogenbos,1620.0,1.0,house,house,495000.0,,3.0,161.0,1.0,,,,303.0,3.0,,10671527.0,good,https://www.immoweb.be/en/classified/house/for-sale/drogenbos/1620/10671527
Libin,6890.0,0.0,house,house,299900.0,,3.0,124.0,1.0,8.0,1.0,257.0,320.0,3.0,,10657263.0,as new,https://www.immoweb.be/en/classified/house/for-sale/libin/6890/10657263
Woluwe-Saint-Pierre,1150.0,1.0,house,house,795000.0,,4.0,185.0,1.0,,1.0,300.0,392.0,3.0,,10671672.0,good,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10671672
Dendermonde,9200.0,1.0,house,mixed use building,599000.0,,4.0,378.0,,,,,571.0,3.0,,10659705.0,to be done up,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/dendermonde/9200/10659705
Asse Zellik,1731.0,1.0,house,house,485000.0,,6.0,290.0,1.0,,1.0,701.0,701.0,2.0,,10671473.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/asse%20zellik/1731/10671473
Etterbeek,1040.0,1.0,house,house,1295000.0,,6.0,400.0,1.0,15.0,,,380.0,2.0,,10673633.0,good,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/10673633
Huy,4500.0,1.0,house,house,189000.0,,3.0,150.0,,,1.0,2300.0,2450.0,2.0,,10658676.0,just renovated,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/10658676
Dendermonde,9200.0,1.0,house,house,599000.0,,4.0,378.0,,,,,571.0,3.0,,10659534.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/10659534
Leuven,3010.0,1.0,house,house,379000.0,,3.0,111.0,,,1.0,73.0,131.0,2.0,,10658498.0,good,https://www.immoweb.be/en/classified/house/for-sale/leuven/3010/10658498
Rixensart,1330.0,1.0,house,house,399000.0,,3.0,173.0,1.0,15.0,1.0,333.0,428.0,3.0,,10657873.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/rixensart/1330/10657873
Auderghem,1160.0,1.0,house,house,549000.0,,5.0,200.0,1.0,18.0,,,94.0,3.0,,10672355.0,good,https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/10672355
Dendermonde,9200.0,1.0,house,mixed use building,599000.0,,4.0,378.0,,,,,571.0,3.0,,10659537.0,to be done up,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/dendermonde/9200/10659537
Seraing,4100.0,1.0,house,house,199000.0,,4.0,125.0,1.0,108.0,1.0,28.0,229.0,2.0,,10658683.0,good,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/10658683
Beersel,1650.0,1.0,house,house,495000.0,,3.0,161.0,1.0,,,,303.0,3.0,,10668883.0,good,https://www.immoweb.be/en/classified/house/for-sale/beersel/1650/10668883
Waterloo,1410.0,1.0,house,house,549000.0,,4.0,207.0,1.0,25.0,1.0,230.0,464.0,3.0,,10657514.0,good,https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/10657514
Rixensart Genval,1332.0,1.0,house,house,485000.0,,3.0,148.0,,,1.0,88.0,232.0,3.0,,10657583.0,good,https://www.immoweb.be/en/classified/house/for-sale/rixensart%20genval/1332/10657583
Bouge,5004.0,1.0,house,house,210000.0,,2.0,83.0,,,1.0,85.0,166.0,3.0,,10666295.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/bouge/5004/10666295
Braine-l'Alleud,1420.0,1.0,house,house,549000.0,,4.0,207.0,1.0,25.0,1.0,230.0,464.0,3.0,,10657515.0,good,https://www.immoweb.be/en/classified/house/for-sale/braine-l%27alleud/1420/10657515
Watermael-Boitsfort,1170.0,1.0,house,house,1100000.0,,4.0,248.0,1.0,,1.0,60.0,150.0,2.0,,10658482.0,as new,https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/10658482
Gent Sint-Denijs-Westrem,9051.0,1.0,apartment,apartment,325000.0,,2.0,91.0,1.0,15.0,,,,2.0,,10669125.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/gent%20sint-denijs-westrem/9051/10669125
Gavere,9890.0,1.0,apartment,apartment,366000.0,,2.0,126.0,1.0,11.0,,,,4.0,,10656493.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/10656493
Evere,1140.0,1.0,apartment,apartment,385000.0,,2.0,92.0,1.0,10.0,,,,2.0,,10670349.0,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10670349
Gavere,9890.0,1.0,apartment,apartment,328500.0,,2.0,97.0,1.0,10.0,,,,4.0,,10656491.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/10656491
Gavere,9890.0,1.0,apartment,apartment,369500.0,,3.0,126.0,1.0,11.0,,,,4.0,,10656489.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/10656489
Embourg,4053.0,1.0,apartment,penthouse,399000.0,,3.0,145.0,1.0,20.0,,,,3.0,,10611828.0,good,https://www.immoweb.be/en/classified/penthouse/for-sale/embourg/4053/10611828
Gavere,9890.0,1.0,apartment,apartment,360000.0,,3.0,111.0,1.0,10.0,,,,4.0,,10656490.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/10656490
Gavere,9890.0,1.0,apartment,apartment,412500.0,,2.0,165.0,1.0,11.0,,,,4.0,,10656485.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/10656485
Gavere,9890.0,1.0,apartment,duplex,429500.0,,3.0,148.0,1.0,11.0,,,,4.0,,10656486.0,as new,https://www.immoweb.be/en/classified/duplex/for-sale/gavere/9890/10656486
Antwerp,2000.0,1.0,apartment,apartment,425000.0,,3.0,108.0,1.0,10.0,,,,2.0,,10668885.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/10668885
Gavere,9890.0,1.0,apartment,duplex,426000.0,,3.0,146.0,1.0,11.0,,,,4.0,,10656487.0,as new,https://www.immoweb.be/en/classified/duplex/for-sale/gavere/9890/10656487
Gavere,9890.0,1.0,apartment,apartment,356000.0,,3.0,112.0,1.0,10.0,,,,4.0,,10656494.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/10656494
Brussels City,1000.0,1.0,apartment,loft,1250000.0,,3.0,366.0,1.0,114.0,,,,4.0,,10588500.0,as new,https://www.immoweb.be/en/classified/loft/for-sale/brussels%20city/1000/10588500
Embourg,4053.0,1.0,apartment,apartment,399000.0,,3.0,145.0,1.0,20.0,,,,3.0,,10611827.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/embourg/4053/10611827
Uccle,1180.0,1.0,apartment,penthouse,595000.0,,3.0,133.0,1.0,15.0,,,,2.0,,10670895.0,good,https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/10670895
Deinze,9800.0,1.0,apartment,apartment,375000.0,,2.0,85.0,1.0,28.0,,,,4.0,,10665843.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/10665843
Deinze,9800.0,1.0,apartment,apartment,250000.0,,1.0,63.0,1.0,10.0,,,,4.0,,10665844.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/10665844
Molenbeek-Saint-Jean,1080.0,1.0,apartment,apartment,129000.0,,1.0,35.0,1.0,10.0,,,,2.0,,10668584.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/10668584
Mettet,5640.0,1.0,house,house,250000.0,,4.0,135.0,1.0,30.0,1.0,1400.0,1651.0,4.0,,10666296.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/mettet/5640/10666296
FRAIRE,5650.0,1.0,house,house,250000.0,,4.0,135.0,1.0,30.0,1.0,1400.0,1651.0,4.0,,10666292.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/fraire/5650/10666292
Herent,3020.0,1.0,house,house,370000.0,,3.0,181.0,,,1.0,151.0,265.0,3.0,,10667243.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/herent/3020/10667243
Gooik,1755.0,1.0,house,house,329000.0,,2.0,167.0,,,,,402.0,4.0,,10666836.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/gooik/1755/10666836
Braine-l'Alleud,1420.0,1.0,house,house,695000.0,,6.0,300.0,,,1.0,900.0,1100.0,4.0,,10667814.0,as new,https://www.immoweb.be/en/classified/house/for-sale/braine-l%27alleud/1420/10667814
Etterbeek,1040.0,1.0,house,house,780000.0,,5.0,233.0,1.0,3.0,1.0,33.0,100.0,2.0,,10667169.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/10667169
Schaerbeek,1030.0,1.0,apartment,apartment,345000.0,,2.0,95.0,1.0,3.0,,,,2.0,,10666536.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10666536
Kampenhout,1910.0,1.0,house,exceptional property,795000.0,,4.0,445.0,1.0,,1.0,1172.0,1663.0,3.0,,10666826.0,good,https://www.immoweb.be/en/classified/exceptional-property/for-sale/kampenhout/1910/10666826
Crisnée,4367.0,0.0,house,house,138000.0,,2.0,120.0,1.0,16.0,,,90.0,3.0,,10321179.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/crisn%C3%A9e/4367/10321179
Uccle,1180.0,1.0,house,house,780000.0,,4.0,172.0,1.0,13.0,1.0,90.0,180.0,2.0,,10667873.0,good,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10667873
ELSEGEM,9790.0,1.0,house,house,395000.0,,4.0,192.0,,,,,620.0,4.0,,10668184.0,just renovated,https://www.immoweb.be/en/classified/house/for-sale/elsegem/9790/10668184
Beersel,1652.0,1.0,house,villa,529000.0,,3.0,146.0,1.0,15.0,1.0,310.0,530.0,4.0,,10656932.0,good,https://www.immoweb.be/en/classified/villa/for-sale/beersel/1652/10656932
Rhode-Saint-Genese,1640.0,1.0,house,house,639000.0,,3.0,205.0,1.0,80.0,1.0,150.0,476.0,3.0,1.0,10656226.0,as new,https://www.immoweb.be/en/classified/house/for-sale/rhode-saint-genese/1640/10656226
Ixelles,1050.0,1.0,house,house,995000.0,,5.0,235.0,1.0,20.0,,,81.0,2.0,,10657189.0,good,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/10657189
Braine-l'Alleud,1420.0,1.0,house,house,595000.0,,5.0,203.0,1.0,25.0,1.0,200.0,366.0,3.0,,10663932.0,just renovated,https://www.immoweb.be/en/classified/house/for-sale/braine-l%27alleud/1420/10663932
Saint-Gilles,1060.0,1.0,house,apartment block,650000.0,,6.0,225.0,,,,,78.0,2.0,,10663610.0,as new,https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-gilles/1060/10663610
Woluwe-Saint-Pierre,1150.0,1.0,house,house,650000.0,,4.0,164.0,1.0,,1.0,63.0,154.0,2.0,,10663705.0,good,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10663705
Tervuren,3080.0,1.0,house,villa,699000.0,,3.0,200.0,1.0,,,,669.0,4.0,,10663876.0,good,https://www.immoweb.be/en/classified/villa/for-sale/tervuren/3080/10663876
Wezembeek-Oppem,1970.0,1.0,house,villa,699000.0,,3.0,200.0,1.0,,,,669.0,4.0,,10663875.0,good,https://www.immoweb.be/en/classified/villa/for-sale/wezembeek-oppem/1970/10663875
Schaerbeek,1030.0,1.0,house,house,780000.0,,5.0,233.0,1.0,3.0,1.0,33.0,100.0,2.0,,10664289.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10664289
Liège,4000.0,1.0,house,house,585000.0,,4.0,270.0,1.0,75.0,1.0,550.0,1011.0,3.0,,10670964.0,as new,https://www.immoweb.be/en/classified/house/for-sale/li%C3%A8ge/4000/10670964
COUTISSE,5300.0,1.0,house,house,295000.0,,3.0,150.0,1.0,,,,1192.0,4.0,,10664407.0,good,https://www.immoweb.be/en/classified/house/for-sale/coutisse/5300/10664407
Kraainem,1950.0,1.0,house,house,849000.0,,5.0,250.0,1.0,25.0,1.0,728.0,818.0,3.0,,10669411.0,as new,https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/10669411
Liège,4020.0,1.0,house,town house,199000.0,,2.0,113.0,,,,,262.0,2.0,,10655029.0,good,https://www.immoweb.be/en/classified/town-house/for-sale/li%C3%A8ge/4020/10655029
Schaerbeek,1030.0,1.0,apartment,apartment,345000.0,,1.0,95.0,1.0,3.0,,,,2.0,,10666535.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10666535
Bruxelles,1000.0,1.0,apartment,apartment,365000.0,,5.0,134.0,,,,,,2.0,,10666879.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10666879
Drongen,9031.0,1.0,apartment,duplex,349000.0,,2.0,118.0,1.0,9.0,,,,3.0,,10666607.0,good,https://www.immoweb.be/en/classified/duplex/for-sale/drongen/9031/10666607
Watermael-Boitsfort,1170.0,1.0,apartment,duplex,620000.0,,2.0,160.0,1.0,40.0,,,,2.0,,10666278.0,as new,https://www.immoweb.be/en/classified/duplex/for-sale/watermael-boitsfort/1170/10666278
Uccle,1180.0,1.0,apartment,apartment,750000.0,,2.0,197.0,1.0,40.0,,,,4.0,,10673204.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10673204
Molenbeek-Saint-Jean,1080.0,1.0,apartment,flat studio,180000.0,,0.0,43.0,1.0,5.0,,,,2.0,,10665158.0,as new,https://www.immoweb.be/en/classified/flat-studio/for-sale/molenbeek-saint-jean/1080/10665158
Seraing,4100.0,1.0,apartment,apartment,160000.0,,2.0,65.0,1.0,16.0,,,,2.0,,10663786.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/seraing/4100/10663786
Tubize,1480.0,1.0,apartment,apartment,179000.0,,1.0,61.0,1.0,4.0,,,,2.0,,10663652.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/tubize/1480/10663652
Dilbeek,1700.0,1.0,apartment,apartment,265000.0,,2.0,105.0,1.0,5.0,,,,2.0,,10664225.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/dilbeek/1700/10664225
Uccle,1180.0,1.0,apartment,apartment,380000.0,,2.0,85.0,1.0,10.0,,,,3.0,,10663906.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10663906
Antwerp,2000.0,1.0,apartment,apartment,695000.0,,2.0,117.0,1.0,8.0,,,,2.0,,10664791.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/10664791
VICHTE,8570.0,1.0,apartment,apartment,362500.0,,4.0,345.0,,,,,,2.0,,10663620.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/vichte/8570/10663620
Donceel,4357.0,1.0,house,house,400000.0,,4.0,330.0,1.0,120.0,1.0,850.0,1570.0,4.0,,10563785.0,good,https://www.immoweb.be/en/classified/house/for-sale/donceel/4357/10563785
ISNES,5032.0,1.0,house,house,450000.0,,4.0,157.0,,,1.0,600.0,924.0,4.0,,10655439.0,good,https://www.immoweb.be/en/classified/house/for-sale/isnes/5032/10655439
Brussels City,1000.0,1.0,apartment,apartment,745000.0,,3.0,190.0,1.0,27.0,,,,2.0,,10570763.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/brussels%20city/1000/10570763
Oupeye Heure-le-Romain,4682.0,1.0,house,house,499000.0,,6.0,235.0,1.0,50.0,1.0,1352.0,1713.0,4.0,,10654294.0,as new,https://www.immoweb.be/en/classified/house/for-sale/oupeye%20heure-le-romain/4682/10654294
Bruxelles,1000.0,1.0,house,mansion,1950000.0,,6.0,497.0,1.0,24.0,1.0,40.0,242.0,2.0,,10653822.0,good,https://www.immoweb.be/en/classified/mansion/for-sale/bruxelles/1000/10653822
Wavre Limal,1300.0,1.0,house,house,585000.0,,3.0,390.0,1.0,39.0,1.0,1400.0,1685.0,4.0,,10660390.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/wavre%20limal/1300/10660390
Embourg,4053.0,1.0,house,house,279000.0,,3.0,132.0,1.0,15.0,1.0,253.0,346.0,3.0,,10662200.0,good,https://www.immoweb.be/en/classified/house/for-sale/embourg/4053/10662200
Rixensart,1330.0,1.0,house,house,585000.0,,3.0,390.0,1.0,39.0,1.0,1400.0,1685.0,4.0,,10660391.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/rixensart/1330/10660391
Vielsalm,6690.0,,house,villa,285000.0,,4.0,174.0,,,1.0,946.0,1112.0,4.0,,10661486.0,to be done up,https://www.immoweb.be/en/classified/villa/for-sale/vielsalm/6690/10661486
Braine-l'Alleud Ophain-Bois-Seigneur-Isaac,1421.0,1.0,house,house,595000.0,,5.0,203.0,1.0,25.0,1.0,200.0,366.0,3.0,,10662482.0,just renovated,https://www.immoweb.be/en/classified/house/for-sale/braine-l%27alleud%20ophain-bois-seigneur-isaac/1421/10662482
Waregem,8790.0,1.0,house,villa,695000.0,,3.0,295.0,1.0,,,,1500.0,4.0,,10661696.0,to be done up,https://www.immoweb.be/en/classified/villa/for-sale/waregem/8790/10661696
Bassevelde,9968.0,1.0,house,country cottage,695000.0,,4.0,296.0,,,1.0,350.0,23417.0,4.0,,10659738.0,to renovate,https://www.immoweb.be/en/classified/country-cottage/for-sale/bassevelde/9968/10659738
Uccle,1180.0,1.0,house,house,1625000.0,,6.0,326.0,1.0,40.0,1.0,250.0,620.0,3.0,,10661837.0,just renovated,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10661837
Bornem,2880.0,1.0,house,house,155000.0,,3.0,100.0,,,1.0,150.0,283.0,3.0,,10607047.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/bornem/2880/10607047
Molenbeek-Saint-Jean,1080.0,1.0,house,apartment block,1000000.0,,8.0,422.0,,,,,130.0,2.0,,10662611.0,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/molenbeek-saint-jean/1080/10662611
Eeklo,9900.0,1.0,house,house,290000.0,,4.0,195.0,1.0,68.0,1.0,380.0,689.0,3.0,,10666573.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/10666573
Woluwe-Saint-Pierre,1150.0,,house,house,795000.0,,4.0,282.0,1.0,10.0,1.0,61.0,160.0,2.0,,10659995.0,as new,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10659995
Knokke-Heist Knokke,8300.0,1.0,house,villa,3895000.0,,5.0,377.0,1.0,,,,861.0,3.0,1.0,10672229.0,as new,https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist%20knokke/8300/10672229
Verviers,4800.0,0.0,house,apartment block,299000.0,,5.0,297.0,1.0,86.0,,,230.0,3.0,,10666854.0,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/verviers/4800/10666854
Saive,4671.0,0.0,house,house,195000.0,,2.0,76.0,,,1.0,281.0,366.0,4.0,,10673121.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/saive/4671/10673121
Herbeumont,6887.0,1.0,house,house,250000.0,,4.0,148.0,1.0,18.0,1.0,862.0,1601.0,4.0,,10673191.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/herbeumont/6887/10673191
Denderleeuw,9470.0,0.0,house,house,389000.0,,4.0,218.0,1.0,21.0,1.0,200.0,320.0,2.0,,10660144.0,as new,https://www.immoweb.be/en/classified/house/for-sale/denderleeuw/9470/10660144
Waterloo,1410.0,1.0,house,house,720000.0,,4.0,348.0,1.0,150.0,1.0,450.0,1066.0,3.0,,10673155.0,as new,https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/10673155
Denderleeuw,9470.0,1.0,house,house,389000.0,,4.0,218.0,1.0,21.0,1.0,200.0,330.0,2.0,,10660145.0,as new,https://www.immoweb.be/en/classified/house/for-sale/denderleeuw/9470/10660145
Denderleeuw,9470.0,1.0,house,house,446000.0,,4.0,228.0,1.0,18.0,1.0,300.0,477.0,3.0,,10660143.0,as new,https://www.immoweb.be/en/classified/house/for-sale/denderleeuw/9470/10660143
Liege,4000.0,0.0,house,town house,189000.0,,2.0,110.0,1.0,,1.0,100.0,210.0,2.0,,10651068.0,to be done up,https://www.immoweb.be/en/classified/town-house/for-sale/liege/4000/10651068
Ronse,9600.0,1.0,house,house,220000.0,,4.0,171.0,,,1.0,33.0,182.0,2.0,,10650938.0,good,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/10650938
Liege,4000.0,1.0,house,house,149000.0,,4.0,129.0,1.0,27.0,1.0,28.0,75.0,2.0,,10651408.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/10651408
Welkenraedt,4841.0,0.0,house,house,235000.0,,5.0,230.0,,,1.0,339.0,432.0,3.0,,10651409.0,good,https://www.immoweb.be/en/classified/house/for-sale/welkenraedt/4841/10651409
Schaerbeek,1030.0,1.0,apartment,apartment,425000.0,,3.0,137.0,1.0,8.0,,,,3.0,,10660108.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10660108
Woluwe-Saint-Lambert,1200.0,1.0,apartment,apartment,495000.0,,4.0,160.0,1.0,30.0,,,,,,10659994.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10659994
Ixelles,1050.0,1.0,apartment,apartment,1839000.0,,3.0,203.0,1.0,76.0,,,,2.0,,10648643.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10648643
Zottegem Strijpen,9620.0,1.0,apartment,duplex,510000.0,,3.0,175.0,1.0,13.0,1.0,450.0,,2.0,,10672527.0,as new,https://www.immoweb.be/en/classified/duplex/for-sale/zottegem%20strijpen/9620/10672527
Middelkerke,8430.0,1.0,apartment,apartment,375000.0,,1.0,65.0,1.0,,,,,2.0,,10672353.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/10672353
Etterbeek,1040.0,1.0,apartment,apartment,315000.0,,2.0,70.0,1.0,9.0,,,,,,10672104.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/10672104
Bruxelles,1040.0,,apartment,apartment,650000.0,,3.0,216.0,,,,,,3.0,,10669000.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1040/10669000
Marche-en-Famenne,6900.0,1.0,apartment,duplex,198000.0,,3.0,124.0,1.0,2.0,,,,3.0,,10658175.0,as new,https://www.immoweb.be/en/classified/duplex/for-sale/marche-en-famenne/6900/10658175
Herent,3020.0,1.0,apartment,apartment,398000.0,,2.0,90.0,1.0,18.0,,,,4.0,,10660441.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/herent/3020/10660441
Blankenberge,8370.0,1.0,apartment,apartment,279000.0,,2.0,70.0,1.0,,,,,,,10658716.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/10658716
Gooik,1755.0,1.0,house,house,369000.0,,3.0,180.0,1.0,24.0,,,1150.0,4.0,,10417975.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/gooik/1755/10417975
Chaumont-Gistoux,1325.0,1.0,house,villa,385000.0,,3.0,125.0,1.0,20.0,1.0,900.0,1043.0,4.0,,10650920.0,good,https://www.immoweb.be/en/classified/villa/for-sale/chaumont-gistoux/1325/10650920
