Raw num:,Locality,Zip code,Kitchen,Type of property,Subtype of property,Price of property in euro,Type of Sale,Number of bedrooms,Living area,Terrace,Terrace area,Garden,Garden area,Surface of the land(or plot of land),Number of facades,Swimming pool,ID number,State of the building,URL
,Woluwe-Saint-Pierre,1150,1,apartment,apartment,350000,isUnderOption,2,110,1,10,,,,2,,9380368,good,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/9380368
,Uccle,1180,1,apartment,apartment,359000,,2,77,1,6,,,,2,,10635136,as new,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10635136
,Herent,3020,1,apartment,apartment,350000,,2,115,1,12,,,,2,,10614613,good,https://www.immoweb.be/en/classified/apartment/for-sale/herent/3020/10614613
,Herent,3020,1,apartment,apartment,350000,,3,169,,,,,,2,,10606230,good,https://www.immoweb.be/en/classified/apartment/for-sale/herent/3020/10606230
,Schaerbeek,1030,1,apartment,duplex,349500,isUnderOption,2,119,1,6,,,,2,,9650026,good,https://www.immoweb.be/en/classified/duplex/for-sale/schaerbeek/1030/9650026
,Woluwe-Saint-Lambert,1200,1,apartment,apartment,359000,,3,127,1,3,,,,2,,10593366,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10593366
,Nieuwpoort,8620,1,apartment,apartment,360000,,2,67,1,4,,,,4,,10611677,good,https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/10611677
,Asse,1730,1,apartment,apartment,367000,isUnderOption,2,100,1,17,,,,2,,10522009,as new,https://www.immoweb.be/en/classified/apartment/for-sale/asse/1730/10522009
,Evere,1140,1,apartment,apartment,365000,,2,80,1,6,,,,2,,10614867,as new,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10614867
,TISSELT,2830,1,apartment,apartment,369000,,2,100,1,10,,,,,,10573869,good,https://www.immoweb.be/en/classified/apartment/for-sale/tisselt/2830/10573869
,BRUXELLES,1000,1,house,mixed use building,1200000,,3,568,,,,,196,2,,9402335,just renovated,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/9402335
,Gent,9040,1,apartment,apartment,365000,,2,105,1,85,,,,3,,10618367,good,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9040/10618367
,Leuven Heverlee,3001,1,apartment,apartment,369000,,3,106,1,6,,,,2,,10640384,as new,https://www.immoweb.be/en/classified/apartment/for-sale/leuven%20heverlee/3001/10640384
,Uccle,1180,1,house,house,1190000,,5,369,1,,,,530,4,,10541443,good,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10541443
,Woluwe-Saint-Pierre,1150,1,house,house,1195000,,4,234,1,30,1,500,967,3,,10612195,to be done up,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10612195
,Kraainem,1950,1,house,house,1200000,isUnderOption,6,450,1,,1,550,873,4,,10399881,good,https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/10399881
,Anderlecht,1070,1,house,apartment block,1190000,,13,600,1,10,,,200,2,,10455191,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/10455191
,SAINT-GILLES,1060,1,house,house,1250000,,5,464,1,16,1,130,260,2,,10462908,as new,https://www.immoweb.be/en/classified/house/for-sale/saint-gilles/1060/10462908
,NEDER-OVER-HEEMBEEK (BRU.),1120,,house,apartment block,1350000,isUnderOption,12,719,1,33,,,252,3,,10386713,to renovate,https://www.immoweb.be/en/classified/apartment-block/for-sale/neder-over-heembeek%20%28bru.%29/1120/10386713
,Kraainem,1950,1,house,house,1250000,,5,264,1,11,1,800,1375,4,,10620671,good,https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/10620671
,Kraainem,1950,1,house,house,1250000,,5,264,1,15,1,800,1375,4,,10566240,good,https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/10566240
,Beersel,1654,1,house,house,1495000,,6,420,1,40,,,8535,4,,10624297,good,https://www.immoweb.be/en/classified/house/for-sale/beersel/1654/10624297
,Liège,4000,,house,apartment block,1500000,,10,513,,,,,122,2,,10587551,as new,https://www.immoweb.be/en/classified/apartment-block/for-sale/li%C3%A8ge/4000/10587551
,Watermael-Boitsfort,1170,1,house,house,1480000,isUnderOption,6,425,1,17,1,1020,1020,3,,10515534,good,https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/10515534
,Bonheiden,2820,1,house,villa,1400000,,6,524,1,70,1,3989,4410,4,1,10513990,good,https://www.immoweb.be/en/classified/villa/for-sale/bonheiden/2820/10513990
,Schaerbeek,1030,,house,house,1495000,,9,700,1,6,1,715,1050,2,,10290838,to renovate,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10290838
,Uccle,1180,1,house,house,1590000,,3,319,1,135,1,900,1000,3,,10484483,as new,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10484483
,Woluwe-Saint-Pierre,1150,1,house,house,1700000,,8,371,1,,1,1317,1610,3,,10554934,good,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10554934
,Kraainem,1950,1,house,exceptional property,1690000,,5,548,1,,1,2370,2671,2,,10613590,good,https://www.immoweb.be/en/classified/exceptional-property/for-sale/kraainem/1950/10613590
,Ixelles,1050,1,house,house,1960000,,6,509,1,50,1,200,300,2,,10127280,as new,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/10127280
,Anderlecht,1070,1,house,exceptional property,1995000,,5,700,1,175,1,300,2500,4,,10574203,as new,https://www.immoweb.be/en/classified/exceptional-property/for-sale/anderlecht/1070/10574203
,Knokke-Heist Knokke,8300,1,house,villa,1975000,,5,263,1,,,,683,4,,9723409,as new,https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist%20knokke/8300/9723409
,Lasne,1380,1,house,exceptional property,2475000,,6,764,1,80,1,10000,12901,4,1,10599850,as new,https://www.immoweb.be/en/classified/exceptional-property/for-sale/lasne/1380/10599850
,Uccle,1180,1,house,villa,1990000,,5,608,1,,,,2661,4,,10396408,to be done up,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/10396408
,Ixelles,1050,1,house,apartment block,3200000,,1,1350,1,,,,490,2,,9524661,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/ixelles/1050/9524661
,Bruxelles,1020,1,house,mixed use building,775000,,3,310,,,,,163,2,,10673125,good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1020/10673125
,Gent Gentbrugge,9050,1,house,house,524400,,4,175,1,22,1,50,204,2,,10666627,as new,https://www.immoweb.be/en/classified/house/for-sale/gent%20gentbrugge/9050/10666627
,Waterloo,1410,0,house,villa,945000,,6,324,1,,,,2400,4,,10651713,to renovate,https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/10651713
,Lede,9340,1,house,villa,995000,,6,350,1,,,,2384,4,,10645675,as new,https://www.immoweb.be/en/classified/villa/for-sale/lede/9340/10645675
,Anderlecht,1070,1,house,apartment block,649000,,4,300,1,40,1,260,414,2,1,10650946,to be done up,https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/10650946
,Auderghem,1160,1,apartment,apartment,375000,,2,95,1,1,,,,2,,10642574,good,https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/10642574
,Gent Gentbrugge,9050,1,house,house,524400,,4,176,1,22,1,50,205,2,,10666626,as new,https://www.immoweb.be/en/classified/house/for-sale/gent%20gentbrugge/9050/10666626
,Ixelles,1050,1,apartment,apartment,375000,,1,76,,,,,,2,,10430518,good,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10430518
,Gent Gentbrugge,9050,1,house,house,524400,,4,176,1,22,1,50,206,2,,10666625,as new,https://www.immoweb.be/en/classified/house/for-sale/gent%20gentbrugge/9050/10666625
,Bruxelles,1000,1,apartment,apartment,375000,,3,131,1,42,,,,2,,10635002,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10635002
,Kraainem,1950,1,apartment,apartment,378000,isUnderOption,2,90,1,10,,,,2,,10610713,as new,https://www.immoweb.be/en/classified/apartment/for-sale/kraainem/1950/10610713
,Liège,4000,1,apartment,apartment,379000,,3,135,1,4,,,,2,,10623222,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/10623222
,Liège,4020,0,apartment,penthouse,375000,,3,214,,,,,,2,,10561327,to be done up,https://www.immoweb.be/en/classified/penthouse/for-sale/li%C3%A8ge/4020/10561327
,Arlon,6700,1,apartment,apartment,379000,isUnderOption,2,112,1,10,,,,2,,10585368,good,https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/10585368
,Liège,4020,1,apartment,apartment,379000,,3,135,1,4,,,,2,,10623221,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4020/10623221
,Woluwe-Saint-Lambert,1200,1,apartment,penthouse,385000,,2,114,1,8,,,,2,,10405145,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/10405145
,Schaerbeek,1030,1,apartment,apartment,390000,isUnderOption,2,115,1,7,1,105,,2,,10589149,good,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10589149
,Woluwe-Saint-Pierre,1150,1,apartment,duplex,385000,isUnderOption,2,100,,,,,,2,,9502823,as new,https://www.immoweb.be/en/classified/duplex/for-sale/woluwe-saint-pierre/1150/9502823
,Brussel,1000,1,apartment,apartment,394000,,2,107,1,16,,,,3,,10628180,good,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/10628180
,Ronse,9600,1,house,house,1150000,,12,750,1,,,,276,2,,10652954,good,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/10652954
,Fontainel'Evêque,6140,1,house,house,189000,,3,180,1,20,1,80,195,3,,10477386,as new,https://www.immoweb.be/en/classified/house/for-sale/fontainel%27ev%C3%AAque/6140/10477386
,Erpe-Mere,9420,1,house,house,298000,,4,190,1,,1,400,660,3,,10656375,good,https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/10656375
,Paliseul,6850,0,house,house,149000,,4,200,1,12,1,200,340,4,,10656655,to renovate,https://www.immoweb.be/en/classified/house/for-sale/paliseul/6850/10656655
,Viroinval,5670,1,house,house,209000,,3,140,1,,,,204,3,,10656598,good,https://www.immoweb.be/en/classified/house/for-sale/viroinval/5670/10656598
,Ronse,9600,1,house,mixed use building,1150000,,12,750,1,,,,276,2,,10652946,good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/ronse/9600/10652946
,Malle,2390,,house,house,495000,isUnderOption,3,272,,,1,330,570,3,,10657128,good,https://www.immoweb.be/en/classified/house/for-sale/malle/2390/10657128
,Fontaine-l'Eveque,6142,1,house,house,255000,,3,180,1,20,1,80,195,3,,10477419,as new,https://www.immoweb.be/en/classified/house/for-sale/fontaine-l%27eveque/6142/10477419
,Herzele,9550,1,house,house,460000,,3,252,1,140,1,688,1050,4,,10656569,good,https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/10656569
,Herent,3020,1,house,exceptional property,475000,,2,130,1,90,,,941,4,,10656414,good,https://www.immoweb.be/en/classified/exceptional-property/for-sale/herent/3020/10656414
,Beerse,2340,,house,villa,479000,,3,209,,,1,611,1291,4,,10657127,good,https://www.immoweb.be/en/classified/villa/for-sale/beerse/2340/10657127
,Geraardsbergen,9500,1,house,mixed use building,99500,,2,60,,,,,40,2,,10665487,to be done up,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/geraardsbergen/9500/10665487
,Geraardsbergen,9500,1,house,house,99500,,2,60,,,,,40,2,,10665485,to be done up,https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/10665485
,Uccle,1180,1,house,house,827000,,5,284,1,51,1,85,210,2,,10547543,as new,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10547543
,Charleroi,6000,1,house,house,255000,,3,180,1,20,1,80,195,3,,10477398,as new,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/10477398
,Uccle,1180,1,house,house,835000,,5,292,1,75,1,85,210,2,,10464538,as new,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10464538
,Uccle,1180,1,house,house,827000,,5,284,1,51,1,85,210,2,,10371593,as new,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10371593
,Gouy-lez-Piéton,6181,1,house,house,115000,,1,117,1,10,1,100,240,2,,10582397,to renovate,https://www.immoweb.be/en/classified/house/for-sale/gouy-lez-pi%C3%A9ton/6181/10582397
,Pont-à-Celles,6230,1,house,house,115000,,1,117,1,10,1,100,240,2,,10658997,to renovate,https://www.immoweb.be/en/classified/house/for-sale/pont-%C3%A0-celles/6230/10658997
,Rochefort,5580,0,house,house,120000,,3,115,1,,,,312,4,,10664036,to renovate,https://www.immoweb.be/en/classified/house/for-sale/rochefort/5580/10664036
,Erpe-Mere,9420,,house,house,270000,isUnderOption,3,147,1,,,,570,3,,10663713,to renovate,https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/10663713
,Athus,6791,1,house,house,320000,,4,139,1,30,,,1210,3,,10664198,to restore,https://www.immoweb.be/en/classified/house/for-sale/athus/6791/10664198
,Grivegnée,4030,0,house,house,175000,,4,152,,,,,70,2,,10663596,to be done up,https://www.immoweb.be/en/classified/house/for-sale/grivegn%C3%A9e/4030/10663596
,Gent,9000,1,house,house,235000,,1,54,,,1,260,902,2,,10664602,good,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10664602
,Nivelles,1400,1,house,house,325000,,3,146,1,37,1,200,340,4,,10665539,to be done up,https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/10665539
,VICHTE,8570,1,house,apartment block,362500,,4,345,,,,,237,2,,10663619,to be done up,https://www.immoweb.be/en/classified/apartment-block/for-sale/vichte/8570/10663619
,Bruxelles,1020,1,house,house,698000,,3,200,1,,1,500,600,4,,10665332,as new,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1020/10665332
,Faimes,4317,0,house,house,315000,,4,205,,,1,610,760,4,,10643523,good,https://www.immoweb.be/en/classified/house/for-sale/faimes/4317/10643523
,Neder-over-Heembeek,1120,1,house,house,375000,,3,110,1,20,,,92,3,,10663687,good,https://www.immoweb.be/en/classified/house/for-sale/neder-over-heembeek/1120/10663687
,VICHTE,8570,1,house,mixed use building,362500,,4,345,,,,,237,2,,10663617,to be done up,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/vichte/8570/10663617
,Liege,4000,1,apartment,penthouse,395000,,3,148,1,13,,,,4,,10590740,to be done up,https://www.immoweb.be/en/classified/penthouse/for-sale/liege/4000/10590740
,HORION-HOZÉMONT,4460,1,apartment,apartment,395000,isUnderOption,4,245,1,,1,80000,,,,8967721,as new,https://www.immoweb.be/en/classified/apartment/for-sale/horion-hoz%C3%89mont/4460/8967721
,Evere,1140,1,apartment,apartment,395000,,2,99,1,7,,,,2,,10626891,as new,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10626891
,Blankenberge,8370,1,apartment,apartment,395000,,2,95,1,,,,,,,10250038,good,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/10250038
,Schaerbeek,1030,1,apartment,apartment,399000,isUnderOption,3,153,1,10,,,,2,,10318568,as new,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10318568
,Leuven Heverlee,3001,1,apartment,apartment,398000,,3,116,1,31,,,,3,,10635138,as new,https://www.immoweb.be/en/classified/apartment/for-sale/leuven%20heverlee/3001/10635138
,Uccle,1180,1,apartment,apartment,399000,,3,140,1,5,,,,3,,10586904,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10586904
,Auderghem,1160,1,apartment,apartment,399000,,2,90,1,6,,,,2,,10639493,good,https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/10639493
,Berchem,2600,1,apartment,apartment,399000,isUnderOption,5,191,1,57,,,,4,,10520395,good,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/10520395
,Woluwe-Saint-Pierre,1150,1,apartment,duplex,399000,isUnderOption,3,120,1,43,,,,,,10472401,good,https://www.immoweb.be/en/classified/duplex/for-sale/woluwe-saint-pierre/1150/10472401
,Drongen,9000,1,apartment,duplex,400000,isUnderOption,3,123,1,6,,,,2,,10523107,good,https://www.immoweb.be/en/classified/duplex/for-sale/drongen/9000/10523107
,Bruxelles,1000,1,apartment,apartment,405000,isUnderOption,1,105,1,10,,,,3,,10357620,as new,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10357620
,Brussels City,1000,1,apartment,apartment,412000,,2,91,1,7,,,,4,,10568695,good,https://www.immoweb.be/en/classified/apartment/for-sale/brussels%20city/1000/10568695
,Bruxelles,1000,1,apartment,apartment,420000,isUnderOption,2,120,1,6,,,,2,,10565748,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10565748
,Woluwe-Saint-Lambert,1200,1,apartment,apartment,420000,isUnderOption,2,110,1,,,,,2,,10513119,good,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10513119
,Woluwe-St-Pierre,1150,1,apartment,apartment,424900,,2,110,1,5,,,,2,,9409674,good,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-st-pierre/1150/9409674
,Brussels City,1000,1,apartment,apartment,412000,,2,91,1,7,,,,4,,10504382,good,https://www.immoweb.be/en/classified/apartment/for-sale/brussels%20city/1000/10504382
,Woluwe-Saint-Pierre,1150,1,apartment,apartment,425000,isUnderOption,3,107,1,9,,,,,,10438224,good,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/10438224
,Gent Zwijnaarde,9052,1,house,villa,799000,,5,341,1,,,,1249,4,1,10649968,to be done up,https://www.immoweb.be/en/classified/villa/for-sale/gent%20zwijnaarde/9052/10649968
,Sombreffe,5140,1,house,house,590000,,4,476,1,50,1,1700,2868,4,,10644046,as new,https://www.immoweb.be/en/classified/house/for-sale/sombreffe/5140/10644046
,AMPSIN,4540,1,house,house,449500,,4,230,1,,,,1086,4,,10649196,as new,https://www.immoweb.be/en/classified/house/for-sale/ampsin/4540/10649196
,FLÉMALLE-HAUTE,4400,1,house,house,269000,,3,130,1,20,1,227,335,3,,10655093,good,https://www.immoweb.be/en/classified/house/for-sale/fl%C3%89malle-haute/4400/10655093
,Trooz,4870,0,house,house,79000,,3,125,,,,,64,2,,10653858,to renovate,https://www.immoweb.be/en/classified/house/for-sale/trooz/4870/10653858
,Gent,9000,1,house,house,285000,,3,110,,,1,4,54,2,,10654945,to restore,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10654945
,Hoogstraten,2320,,house,villa,495000,,3,179,,,1,415,775,4,,10655492,good,https://www.immoweb.be/en/classified/villa/for-sale/hoogstraten/2320/10655492
,Ronse,9600,1,house,bungalow,345000,,3,162,1,,,,755,4,,10662803,good,https://www.immoweb.be/en/classified/bungalow/for-sale/ronse/9600/10662803
,Saint-Nicolas,4420,1,house,house,250000,,5,176,,,,,140,2,,10662474,to renovate,https://www.immoweb.be/en/classified/house/for-sale/saint-nicolas/4420/10662474
,Woluwe-Saint-Pierre,1150,1,house,house,1040000,isUnderOption,5,250,1,12,,,325,3,,10653909,as new,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10653909
,Waregem,8790,1,house,bungalow,299000,,3,158,1,,,,207,3,,10662667,good,https://www.immoweb.be/en/classified/bungalow/for-sale/waregem/8790/10662667
,Putte,2580,1,house,house,375000,,3,172,,,,,705,4,,10662975,good,https://www.immoweb.be/en/classified/house/for-sale/putte/2580/10662975
,Schoten,2900,1,house,villa,735000,,3,260,1,,1,1250,1492,4,,10653993,good,https://www.immoweb.be/en/classified/villa/for-sale/schoten/2900/10653993
